minute,player,team,xG,PSxG,outcome,distance,body_part,notes,SCA 1,SCA 1,SCA 2,SCA 2
87,Pascal Gross,Brighton,0.06,0.31,Saved,29.0,Right Foot,Free kick,Facundo Buonanotte,Fouled,Evan Ferguson,Pass (Live)
90+1,Jack Hinshelwood,Brighton,0.33,0.81,Saved,5.0,Right Foot,,Jack Hinshelwood,Shot,,
90+1,Jack Hinshelwood,Brighton,0.17,,Blocked,8.0,Other,,Pascal Groß,Pass (Live),Kaoru Mitoma,Pass (Live)
90+2,Jack Hinshelwood,Brighton,0.14,,Off Target,9.0,Head,,Kaoru Mitoma,Pass (Live),Pascal Groß,Pass (Live)
90+4,Jack Hinshelwood,Brighton,0.04,0.34,Saved,11.0,Head,,Simon Adingra,Pass (Live),Billy Gilmour,Pass (Live)
90+5,Billy Gilmour,Brighton,0.02,,Off Target,20.0,Right Foot,Volley,Jack Hinshelwood,Shot,,
90+6,Evan Ferguson,Brighton,0.08,0.03,Saved,10.0,Head,,Pascal Groß,Pass (Live),Kaoru Mitoma,Pass (Live)
90+7,Kaoru Mitoma,Brighton,0.12,0.3,Saved,11.0,Right Foot,Volley,Billy Gilmour,Pass (Live),Simon Adingra,Pass (Live)
90+8,Kaoru Mitoma,Brighton,0.05,,Off Target,13.0,Right Foot,,Pascal Groß,Pass (Live),Simon Adingra,Pass (Dead)
90+8,Kaoru Mitoma,Brighton,0.04,,Blocked,13.0,Left Foot,,Simon Adingra,Pass (Live),Jan Paul van Hecke,Pass (Live)
3,Kostas Tsimikas,Liverpool,0.02,,Off Target,30.0,Left Foot,,,,,
15,Luis Diaz,Liverpool,0.02,,Blocked,26.0,Right Foot,,Kostas Tsimikas,Pass (Live),Darwin Núñez,Pass (Live)
16,Dominik Szoboszlai,Liverpool,0.01,,Off Target,31.0,Right Foot,,Trent Alexander-Arnold,Pass (Live),Dominik Szoboszlai,Pass (Live)
16,Ryan Gravenberch,Liverpool,0.02,,Blocked,18.0,Right Foot,,Luis Díaz,Pass (Live),Kostas Tsimikas,Pass (Live)
27,Jefferson Lerma,Crystal Palace,0.5,0.47,Saved,11.0,Right Foot,,Jordan Ayew,Pass (Live),Jeffrey Schlupp,Pass (Live)
45+2,Mohamed Salah,Liverpool,0.11,,Blocked,13.0,Right Foot,,Trent Alexander-Arnold,Pass (Live),Dominik Szoboszlai,Pass (Live)
45+2,Dominik Szoboszlai,Liverpool,0.11,,Blocked,16.0,Left Foot,,Mohamed Salah,Shot,,
48,Luis Diaz,Liverpool,0.03,,Off Target,23.0,Right Foot,,Trent Alexander-Arnold,Pass (Live),Dominik Szoboszlai,Pass (Live)
48,Darwin Nunez,Liverpool,0.2,,Off Target,10.0,Head,,Luis Díaz,Shot,,
50,Jefferson Lerma,Crystal Palace,0.02,,Off Target,14.0,Head,,Will Hughes,Pass (Dead),Jeffrey Schlupp,Fouled
53,Jefferson Lerma,Crystal Palace,0.01,,Off Target,16.0,Head,,Will Hughes,Pass (Dead),,
57,Jean-Philippe Mateta (pen),Crystal Palace,0.79,0.97,Goal,13.0,Right Foot,,Jean-Philippe Mateta,Fouled,Will Hughes,Pass (Live)
61,Jeffrey Schlupp,Crystal Palace,0.06,0.02,Saved,25.0,Right Foot,,Jean-Philippe Mateta,Pass (Live),Jefferson Lerma,Pass (Live)
62,Mohamed Salah,Liverpool,0.09,,Blocked,14.0,Right Foot,,Joe Gomez,Pass (Live),Cody Gakpo,Pass (Live)
70,Virgil van Dijk,Liverpool,0.15,,Off Target,7.0,Head,,Trent Alexander-Arnold,Pass (Dead),,
71,Darwin Nunez,Liverpool,0.29,,Off Target,6.0,Right Foot,Volley,Trent Alexander-Arnold,Pass (Dead),Cody Gakpo,Fouled
72,Jeffrey Schlupp,Crystal Palace,0.02,,Blocked,28.0,Left Foot,,Will Hughes,Pass (Live),Chris Richards,Interception
76,Mohamed Salah,Liverpool,0.14,0.15,Goal,14.0,Left Foot,Deflected,Curtis Jones,Pass (Live),Joe Gomez,Pass (Live)
88,Harvey Elliott,Liverpool,0.04,,Off Target,12.0,Right Foot,,Trent Alexander-Arnold,Pass (Live),Harvey Elliott,Pass (Live)
90+1,Harvey Elliott,Liverpool,0.04,0.15,Goal,23.0,Left Foot,,Mohamed Salah,Pass (Live),Joe Gomez,Pass (Live)
90+10,Joachim Andersen,Crystal Palace,0.21,0.18,Saved,8.0,Head,,Michael Olise,Pass (Dead),Michael Olise,Fouled
90+11,Jean-Philippe Mateta,Crystal Palace,0.14,,Blocked,8.0,Head,,Michael Olise,Pass (Dead),Joachim Andersen,Shot
3,Diogo Dalot,Manchester Utd,0.12,,Off Target,15.0,Right Foot,Volley,Bruno Fernandes,Pass (Live),Anthony Martial,Pass (Live)
3,Sergio Reguilon,Manchester Utd,0.12,,Blocked,10.0,Right Foot,Volley,Diogo Dalot,Shot,,
5,Dominic Solanke,Bournemouth,0.25,0.74,Goal,8.0,Right Foot,,Lewis Cook,Pass (Live),Lewis Cook,Interception
8,Harry Maguire,Manchester Utd,0.04,0.06,Saved,11.0,Head,,Sergio Reguilón,Pass (Live),Diogo Dalot,Pass (Live)
13,Scott McTominay,Manchester Utd,0.04,,Blocked,21.0,Right Foot,,Alejandro Garnacho,Pass (Live),Anthony Martial,Pass (Live)
14,Harry Maguire,Manchester Utd,0.02,,Blocked,13.0,Head,,Bruno Fernandes,Pass (Dead),Scott McTominay,Shot
14,Scott McTominay,Manchester Utd,0.14,,Blocked,11.0,Right Foot,,Diogo Dalot,Pass (Live),Bruno Fernandes,Pass (Live)
16,Marcus Tavernier,Bournemouth,0.08,0.09,Saved,15.0,Right Foot,,Marcos Senesi,Pass (Live),Lewis Cook,Pass (Live)
28,Illia Zabarnyi,Bournemouth,0.07,,Off Target,9.0,Head,,Marcus Tavernier,Pass (Dead),,
28,Dominic Solanke,Bournemouth,0.03,,Off Target,9.0,Head,,Lewis Cook,Pass (Dead),Illia Zabarnyi,Shot
35,Marcus Tavernier,Bournemouth,0.02,,Off Target,32.0,Left Foot,,Marcus Tavernier,Take-On,Antoine Semenyo,Pass (Live)
36,Anthony Martial,Manchester Utd,0.04,0.08,Saved,23.0,Left Foot,,Bruno Fernandes,Pass (Live),Anthony Martial,Pass (Live)
39,Dominic Solanke,Bournemouth,0.07,,Woodwork,14.0,Right Foot,,Lewis Cook,Pass (Live),Lewis Cook,Take-On
45+1,Alejandro Garnacho,Manchester Utd,0.02,,Blocked,18.0,Right Foot,,Bruno Fernandes,Pass (Live),,
45+1,Dominic Solanke,Bournemouth,0.1,,Blocked,17.0,Right Foot,,Antoine Semenyo,Pass (Live),Dominic Solanke,Pass (Live)
48,Alejandro Garnacho,Manchester Utd,0.05,,Blocked,15.0,Right Foot,,Anthony Martial,Pass (Live),Diogo Dalot,Pass (Live)
49,Scott McTominay,Manchester Utd,0.08,,Blocked,16.0,Right Foot,,Antony,Pass (Live),Sergio Reguilón,Pass (Live)
49,Bruno Fernandes,Manchester Utd,0.06,,Blocked,18.0,Right Foot,,Scott McTominay,Shot,,
49,Alejandro Garnacho,Manchester Utd,0.01,,Blocked,23.0,Right Foot,,Bruno Fernandes,Pass (Dead),Bruno Fernandes,Shot
57,Scott McTominay,Manchester Utd,0.05,,Off Target,10.0,Head,,Sergio Reguilón,Pass (Dead),Sofyan Amrabat,Pass (Live)
61,Scott McTominay,Manchester Utd,0.04,0.04,Saved,12.0,Head,,Antony,Pass (Live),Harry Maguire,Pass (Live)
65,Rasmus Hojlund,Manchester Utd,0.04,,Off Target,16.0,Left Foot,,Bruno Fernandes,Pass (Live),Rasmus Højlund,Pass (Live)
65,Antony,Manchester Utd,0.06,,Blocked,13.0,Left Foot,,Rasmus Højlund,Shot,,
67,Diogo Dalot,Manchester Utd,0.04,,Off Target,12.0,Right Foot,,Antony,Pass (Live),Diogo Dalot,Pass (Live)
68,Philip Billing,Bournemouth,0.32,0.9,Goal,6.0,Other,,Marcus Tavernier,Pass (Live),Dominic Solanke,Pass (Live)
70,Scott McTominay,Manchester Utd,0.11,,Off Target,5.0,Left Foot,,Alejandro Garnacho,Pass (Live),Bruno Fernandes,Pass (Live)
73,Marcos Senesi,Bournemouth,0.11,0.39,Goal,9.0,Head,,Marcus Tavernier,Pass (Dead),Marcus Tavernier,Fouled
76,Scott McTominay,Manchester Utd,0.05,,Blocked,21.0,Right Foot,,Rasmus Højlund,Tackle,,
78,Alejandro Garnacho,Manchester Utd,0.02,,Blocked,26.0,Right Foot,,Bruno Fernandes,Pass (Live),Luke Shaw,Pass (Live)
85,Dominic Solanke,Bournemouth,0.42,,Off Target,9.0,Right Foot,,Philip Billing,Pass (Live),Philip Billing,Take-On
2,Auston Trusty,Sheffield Utd,0.03,,Blocked,28.0,Left Foot,,Cameron Archer,Pass (Live),Gustavo Hamer,Pass (Live)
36,Frank Onyeka,Brentford,0.04,0.02,Saved,29.0,Right Foot,,Frank Onyeka,Take-On,,
37,Frank Onyeka,Brentford,0.07,,Off Target,21.0,Left Foot,,Neal Maupay,Pass (Live),Neal Maupay,Take-On
37,William Osula,Sheffield Utd,0.06,,Off Target,17.0,Right Foot,,Gustavo Hamer,Pass (Live),Vinicius Souza,Pass (Live)
41,Gustavo Hamer,Sheffield Utd,0.02,,Off Target,32.0,Right Foot,,Cameron Archer,Pass (Live),James Mcatee,Pass (Live)
45,Neal Maupay,Brentford,0.07,,Blocked,15.0,Right Foot,,Vitaly Janelt,Pass (Live),Ben Mee,Pass (Live)
45+1,James Mcatee,Sheffield Utd,0.03,0.63,Goal,21.0,Left Foot,,Gustavo Hamer,Pass (Live),,
45+4,Christian Norgaard,Brentford,0.09,,Blocked,17.0,Left Foot,,Keane Lewis-Potter,Pass (Live),Frank Onyeka,Pass (Live)
56,Anis Ben Slimane,Sheffield Utd,0.35,0.16,Saved,10.0,Left Foot,,Cameron Archer,Pass (Live),,
59,Anis Ben Slimane,Sheffield Utd,0.02,0.05,Saved,29.0,Right Foot,,Cameron Archer,Pass (Live),Anel Ahmedhodžić,Pass (Live)
68,Ethan Pinnock,Brentford,0.07,,Off Target,15.0,Left Foot,Volley,Michael Olakigbe,Take-On,Vitaly Janelt,Pass (Live)
68,Christian Norgaard,Brentford,0.05,,Off Target,17.0,Right Foot,Volley,Ethan Pinnock,Shot,,
68,Yoane Wissa,Brentford,0.1,0.14,Saved,9.0,Head,,Vitaly Janelt,Pass (Live),Christian Nørgaard,Pass (Live)
80,Yoane Wissa,Brentford,0.06,0.16,Saved,17.0,Right Foot,Volley,Christian Nørgaard,Pass (Dead),Michael Olakigbe,Pass (Live)
80,Cameron Archer,Sheffield Utd,0.12,0.08,Saved,21.0,Right Foot,,Anis Ben Slimane,Pass (Live),Anel Ahmedhodžić,Pass (Live)
82,Anis Ben Slimane,Sheffield Utd,0.15,,Off Target,9.0,Right Foot,,Anis Ben Slimane,Take-On,Anis Ben Slimane,Tackle
86,Cameron Archer,Sheffield Utd,0.04,,Off Target,29.0,Right Foot,,Jack Robinson,Pass (Live),,
88,Ben Mee,Brentford,0.07,,Blocked,11.0,Left Foot,,,,,
14,Harry Toffolo,Nott'ham Forest,0.17,0.07,Goal,6.0,Head,Deflected,Neco Williams,Pass (Live),Cheikhou Kouyaté,Pass (Live)
26,Hwang Hee-chan,Wolves,0.05,,Off Target,7.0,Head,,Hwang Hee-chan,Pass (Live),Toti Gomes,Pass (Dead)
30,Matheus Cunha,Wolves,0.02,0.35,Saved,23.0,Left Foot,,Craig Dawson,Pass (Live),João Gomes,Pass (Live)
32,Matheus Cunha,Wolves,0.6,0.87,Goal,9.0,Right Foot,,Pablo Sarabia,Pass (Live),Mario Lemina,Pass (Live)
37,Hugo Bueno,Wolves,0.07,,Blocked,15.0,Left Foot,,Pablo Sarabia,Pass (Live),João Gomes,Pass (Live)
39,Nelson Semedo,Wolves,0.02,,Off Target,30.0,Left Foot,,Pablo Sarabia,Pass (Live),Matheus Cunha,Pass (Live)
45+5,Cheikhou Kouyate,Nott'ham Forest,0.13,0.27,Saved,21.0,Right Foot,,Cheikhou Kouyaté,Tackle,,
45+5,Cheikhou Kouyate,Nott'ham Forest,0.08,,Off Target,9.0,Head,,Moussa Niakhate,Pass (Dead),Cheikhou Kouyaté,Shot
50,Craig Dawson,Wolves,0.08,,Off Target,12.0,Right Foot,Volley,Pablo Sarabia,Pass (Dead),Matheus Cunha,Fouled
70,Harry Toffolo,Nott'ham Forest,0.76,,Off Target,4.0,Head,,Neco Williams,Pass (Live),Neco Williams,Tackle
70,Matheus Cunha,Wolves,0.08,0.02,Saved,12.0,Head,,Boubacar Traoré,Pass (Live),Jean-Ricner Bellegarde,Pass (Live)
71,Ryan Yates,Nott'ham Forest,0.05,,Off Target,18.0,Left Foot,,Anthony Elanga,Pass (Live),Harry Toffolo,Pass (Live)
73,Anthony Elanga,Nott'ham Forest,0.04,,Blocked,14.0,Right Foot,Volley,Morgan Gibbs-White,Pass (Live),Ryan Yates,Pass (Live)
75,Matheus Cunha,Wolves,0.06,0.03,Saved,11.0,Left Foot,,Matheus Cunha,Take-On,,
75,Matheus Cunha,Wolves,0.18,,Blocked,11.0,Right Foot,,Matheus Cunha,Shot,,
79,Boubacar Traore,Wolves,0.03,,Off Target,22.0,Right Foot,,Max Kilman,Pass (Live),Boubacar Traoré,Pass (Live)
84,Felipe,Nott'ham Forest,0.04,,Blocked,8.0,Head,,Moussa Niakhate,Pass (Dead),,
85,Morgan Gibbs-White,Nott'ham Forest,0.03,,Off Target,22.0,Right Foot,Volley,Felipe,Shot,,
9,Benoit Badiashile,Chelsea,0.02,,Off Target,13.0,Head,,Mykhailo Mudryk,Pass (Dead),Marc Cucurella,Pass (Live)
14,Cole Palmer,Chelsea,0.02,0.5,Saved,28.0,Left Foot,,Conor Gallagher,Pass (Live),Mykhailo Mudryk,Pass (Dead)
25,Jack Harrison,Everton,0.06,,Off Target,22.0,Left Foot,Volley,Dominic Calvert-Lewin,Pass (Live),Abdoulaye Doucouré,Pass (Live)
38,Armando Broja,Chelsea,0.1,,Off Target,9.0,Right Foot,,Mykhailo Mudryk,Pass (Live),Levi Colwill,Pass (Live)
40,Cole Palmer,Chelsea,0.04,,Off Target,23.0,Left Foot,,Armando Broja,Pass (Live),Cole Palmer,Pass (Live)
42,Cole Palmer,Chelsea,0.02,,Blocked,23.0,Left Foot,,Conor Gallagher,Pass (Live),Enzo Fernández,Pass (Live)
45+4,Abdoulaye Doucoure,Everton,0.03,,Blocked,14.0,Right Foot,Volley,James Garner,Pass (Live),Vitaliy Mykolenko,Pass (Live)
48,Levi Colwill,Chelsea,0.07,,Off Target,11.0,Left Foot,,Mykhailo Mudryk,Pass (Live),Levi Colwill,Pass (Live)
49,Enzo Fernandez,Chelsea,0.06,0.22,Saved,26.0,Right Foot,,Cole Palmer,Pass (Live),Cole Palmer,Take-On
50,Dwight McNeil,Everton,0.08,0.27,Saved,21.0,Left Foot,,Jack Harrison,Pass (Live),Dominic Calvert-Lewin,Pass (Live)
50,Vitaliy Mykolenko,Everton,0.06,,Off Target,21.0,Right Foot,,Dwight McNeil,Shot,,
54,Dominic Calvert-Lewin,Everton,0.79,0.56,Saved,12.0,Right Foot,,Dwight McNeil,Pass (Live),Vitaliy Mykolenko,Pass (Live)
54,Abdoulaye Doucoure,Everton,0.13,0.44,Goal,15.0,Right Foot,,Dominic Calvert-Lewin,Shot,,
60,Cole Palmer,Chelsea,0.1,0.06,Saved,21.0,Left Foot,Free kick,Armando Broja,Fouled,Cole Palmer,Pass (Live)
65,Enzo Fernandez,Chelsea,0.15,,Blocked,12.0,Right Foot,,Levi Colwill,Pass (Live),Benoît Badiashile,Pass (Live)
66,Cole Palmer,Chelsea,0.02,,Off Target,25.0,Left Foot,,Marc Cucurella,Pass (Live),Conor Gallagher,Pass (Live)
67,Nicolas Jackson,Chelsea,0.07,,Off Target,15.0,Right Foot,,Mykhailo Mudryk,Pass (Live),Conor Gallagher,Pass (Live)
75,Abdoulaye Doucoure,Everton,0.03,,Blocked,16.0,Right Foot,,Amadou Onana,Pass (Live),James Tarkowski,Interception
75,Beto,Everton,0.05,0.27,Saved,12.0,Head,,Jack Harrison,Pass (Live),Amadou Onana,Pass (Live)
76,Marc Cucurella,Chelsea,0.02,0.03,Saved,24.0,Left Foot,,Raheem Sterling,Pass (Live),Marc Cucurella,Pass (Live)
77,Raheem Sterling,Chelsea,0.04,,Blocked,13.0,Left Foot,,Cole Palmer,Pass (Live),Conor Gallagher,Pass (Live)
79,Nicolas Jackson,Chelsea,0.15,,Blocked,9.0,Right Foot,,Cole Palmer,Pass (Live),Conor Gallagher,Tackle
80,Mykhailo Mudryk,Chelsea,0.05,,Blocked,20.0,Right Foot,,Levi Colwill,Pass (Live),Cole Palmer,Pass (Live)
89,Conor Gallagher,Chelsea,0.01,,Blocked,24.0,Right Foot,,Mykhailo Mudryk,Pass (Dead),Conor Gallagher,Pass (Live)
90+2,Lewis Dobbin,Everton,0.1,0.07,Goal,17.0,Left Foot,,,,,
6,James Ward-Prowse,West Ham,0.04,0.34,Saved,36.0,Right Foot,Free kick,Kudus Mohammed,Fouled,Tomáš Souček,Interception
11,Jarrod Bowen,West Ham,0.03,0.36,Saved,27.0,Left Foot,,Jarrod Bowen,Take-On,Lucas Paquetá,Pass (Live)
13,Alex Iwobi,Fulham,0.02,,Off Target,33.0,Right Foot,,Andreas Pereira,Pass (Live),Alex Iwobi,Pass (Live)
15,Willian,Fulham,0.32,0.52,Saved,10.0,Right Foot,,Raúl Jiménez,Pass (Live),Willian,Pass (Live)
19,Alex Iwobi,Fulham,0.06,,Off Target,8.0,Head,,Andreas Pereira,Pass (Dead),Andreas Pereira,Pass (Live)
20,Joao Palhinha,Fulham,0.03,,Off Target,29.0,Right Foot,,Antonee Robinson,Pass (Live),Willian,Pass (Live)
22,Raul Jimenez,Fulham,0.09,0.41,Goal,8.0,Head,,João Palhinha,Pass (Live),Willian,Pass (Live)
29,Lucas Paqueta,West Ham,0.02,,Off Target,33.0,Left Foot,,,,,
31,Alex Iwobi,Fulham,0.09,0.17,Saved,20.0,Right Foot,,Willian,Pass (Live),Raúl Jiménez,Pass (Live)
31,Alex Iwobi,Fulham,0.23,,Off Target,9.0,Right Foot,,Andreas Pereira,Pass (Live),Alex Iwobi,Shot
31,Willian,Fulham,0.15,0.9,Goal,11.0,Right Foot,,Alex Iwobi,Shot,,
39,Jarrod Bowen,West Ham,0.43,0.37,Saved,9.0,Right Foot,Volley,Vladimír Coufal,Pass (Live),Tomáš Souček,Pass (Live)
40,Alex Iwobi,Fulham,0.12,,Blocked,12.0,Right Foot,Volley,Raúl Jiménez,Pass (Live),Antonee Robinson,Pass (Live)
41,Tosin Adarabioyo,Fulham,0.03,0.35,Goal,12.0,Head,Deflected,Andreas Pereira,Pass (Dead),Alex Iwobi,Shot
56,Harry Wilson,Fulham,0.4,0.22,Saved,9.0,Left Foot,,Harry Wilson,Take-On,Andreas Pereira,Pass (Live)
57,Andreas Pereira,Fulham,0.02,,Off Target,50.0,Right Foot,,Alex Iwobi,Pass (Live),Antonee Robinson,Pass (Live)
60,Harry Wilson,Fulham,0.03,0.63,Goal,24.0,Left Foot,,Tom Cairney,Pass (Live),Alex Iwobi,Pass (Live)
65,Jarrod Bowen,West Ham,0.1,0.04,Saved,14.0,Right Foot,,Konstantinos Mavropanos,Pass (Live),Vladimír Coufal,Pass (Dead)
66,Said Benrahma,West Ham,0.32,0.21,Saved,9.0,Right Foot,,Jarrod Bowen,Pass (Live),Vladimír Coufal,Pass (Live)
69,Said Benrahma,West Ham,0.04,,Off Target,22.0,Right Foot,Volley,Jarrod Bowen,Pass (Live),Vladimír Coufal,Pass (Dead)
84,Divin Mubama,West Ham,0.15,,Blocked,12.0,Left Foot,,Emerson Palmieri,Pass (Live),Saïd Benrahma,Pass (Live)
89,Carlos Vinicius,Fulham,0.8,0.82,Goal,12.0,Left Foot,,Harry Wilson,Pass (Live),Harrison Reed,Pass (Live)
90+3,Jarrod Bowen,West Ham,0.21,,Off Target,9.0,Left Foot,,Vladimír Coufal,Pass (Live),Jarrod Bowen,Pass (Live)
2,Phil Foden,Manchester City,0.08,0.02,Saved,12.0,Left Foot,,Bernardo Silva,Pass (Live),Phil Foden,Pass (Live)
2,Bernardo Silva,Manchester City,0.06,,Off Target,18.0,Left Foot,Volley,Phil Foden,Shot,,
19,Rodri,Manchester City,0.02,0.03,Saved,26.0,Right Foot,,Bernardo Silva,Pass (Live),Kyle Walker,Pass (Live)
22,Josko Gvardiol,Manchester City,0.04,,Blocked,22.0,Right Foot,,Bernardo Silva,Pass (Live),Mateo Kovačić,Pass (Live)
27,Phil Foden,Manchester City,0.05,0.12,Saved,22.0,Left Foot,,Rodri,Pass (Live),Mateo Kovačić,Pass (Live)
29,Julian Alvarez,Manchester City,0.35,,Off Target,7.0,Right Foot,,Jack Grealish,Pass (Live),Julián Álvarez,Pass (Live)
33,Andros Townsend,Luton Town,0.02,0.04,Saved,31.0,Right Foot,,Elijah Adebayo,Pass (Live),,
35,Jack Grealish,Manchester City,0.04,,Blocked,20.0,Right Foot,,,,,
36,Jack Grealish,Manchester City,0.07,,Blocked,16.0,Left Foot,,Jack Grealish,Pass (Live),Phil Foden,Pass (Live)
36,Mateo Kovacic,Manchester City,0.05,,Off Target,24.0,Right Foot,,Jack Grealish,Shot,,
40,Kyle Walker,Manchester City,0.02,,Off Target,25.0,Right Foot,,Phil Foden,Pass (Live),Jack Grealish,Pass (Live)
45+2,Elijah Adebayo,Luton Town,0.25,0.84,Goal,4.0,Head,,Andros Townsend,Pass (Live),Alfie Doughty,Pass (Live)
53,Rodri,Manchester City,0.13,,Off Target,11.0,Left Foot,,Kyle Walker,Pass (Live),Bernardo Silva,Pass (Live)
57,Julian Alvarez,Manchester City,0.08,,Blocked,23.0,Right Foot,Free kick,Phil Foden,Fouled,Rodri,Pass (Live)
59,Ruben Dias,Manchester City,0.15,0.13,Saved,9.0,Right Foot,,Nathan Aké,Pass (Live),,
59,Rodri,Manchester City,0.02,,Off Target,30.0,Right Foot,,Mateo Kovačić,Pass (Live),Jack Grealish,Pass (Live)
62,Bernardo Silva,Manchester City,0.05,0.51,Goal,17.0,Left Foot,,Rodri,Take-On,Kyle Walker,Pass (Live)
65,Jack Grealish,Manchester City,0.31,0.35,Goal,7.0,Left Foot,,Julián Álvarez,Pass (Live),Phil Foden,Pass (Live)
68,Ross Barkley,Luton Town,0.03,,Off Target,26.0,Right Foot,,Ross Barkley,Take-On,Amari'i Bell,Pass (Live)
78,Bernardo Silva,Manchester City,0.05,,Blocked,18.0,Left Foot,,Kyle Walker,Pass (Live),Bernardo Silva,Pass (Live)
79,Julian Alvarez,Manchester City,0.03,,Off Target,31.0,Right Foot,,Phil Foden,Tackle,,
90+2,Tahith Chong,Luton Town,0.03,,Off Target,15.0,Left Foot,,Tahith Chong,Take-On,,Fouled
4,Richarlison,Tottenham,0.04,,Blocked,21.0,Right Foot,,Destiny Udogie,Pass (Live),Son Heung-min,Pass (Live)
5,Richarlison,Tottenham,0.03,,Blocked,14.0,Left Foot,,Dejan Kulusevski,Pass (Live),Son Heung-min,Pass (Live)
6,Ben Davies,Tottenham,0.02,,Off Target,28.0,Right Foot,Volley,Destiny Udogie,Pass (Live),Yves Bissouma,Pass (Live)
7,Bruno Guimaraes,Newcastle Utd,0.04,,Off Target,27.0,Right Foot,,Joelinton,Pass (Live),Anthony Gordon,Pass (Live)
9,Alexander Isak,Newcastle Utd,0.77,,Off Target,4.0,Right Foot,,,,,
17,Cristian Romero,Tottenham,0.03,,Blocked,11.0,Head,,Pedro Porro,Pass (Dead),Yves Bissouma,Pass (Live)
26,Destiny Udogie,Tottenham,0.9,0.91,Goal,4.0,Left Foot,,Destiny Udogie,Pass (Live),Pedro Porro,Pass (Live)
28,Joelinton,Newcastle Utd,0.07,,Blocked,24.0,Right Foot,,Anthony Gordon,Pass (Live),Lewis Miley,Pass (Live)
30,Pape Matar Sarr,Tottenham,0.21,,Off Target,11.0,Right Foot,,Brennan Johnson,Pass (Live),Dejan Kulusevski,Pass (Live)
33,Miguel Almiron,Newcastle Utd,0.14,0.44,Saved,15.0,Left Foot,,Anthony Gordon,Pass (Live),Alexander Isak,Pass (Live)
38,Richarlison,Tottenham,0.17,0.58,Goal,7.0,Left Foot,,Son Heung-min,Pass (Live),Son Heung-min,Take-On
40,Pedro Porro,Tottenham,0.05,,Blocked,16.0,Right Foot,,Son Heung-min,Pass (Live),Dejan Kulusevski,Pass (Live)
41,Brennan Johnson,Tottenham,0.06,,Woodwork,20.0,Right Foot,,Pape Matar Sarr,Tackle,Yves Bissouma,Pass (Dead)
42,Dejan Kulusevski,Tottenham,0.08,0.13,Saved,11.0,Left Foot,Volley,,,,
44,Richarlison,Tottenham,0.02,0.03,Saved,14.0,Head,,Pedro Porro,Pass (Dead),Son Heung-min,Pass (Live)
45+4,Richarlison,Tottenham,0.09,,Off Target,10.0,Right Foot,,Dejan Kulusevski,Pass (Live),Cristian Romero,Pass (Live)
52,Anthony Gordon,Newcastle Utd,0.05,,Off Target,5.0,Left Foot,Volley,Kieran Trippier,Pass (Live),Miguel Almirón,Pass (Live)
56,Yves Bissouma,Tottenham,0.04,0.16,Saved,26.0,Right Foot,,Pape Matar Sarr,Pass (Live),Pedro Porro,Pass (Live)
60,Richarlison,Tottenham,0.35,0.49,Goal,9.0,Left Foot,,Pedro Porro,Pass (Live),Yves Bissouma,Pass (Live)
63,Brennan Johnson,Tottenham,0.1,,Woodwork,12.0,Right Foot,,Dejan Kulusevski,Pass (Live),Pape Matar Sarr,Pass (Live)
63,Son Heung-min,Tottenham,0.1,,Off Target,7.0,Left Foot,Volley,Dejan Kulusevski,Pass (Live),Ben Davies,Pass (Live)
66,Pedro Porro,Tottenham,0.03,,Off Target,18.0,Right Foot,,Brennan Johnson,Pass (Live),Dejan Kulusevski,Pass (Live)
67,Dejan Kulusevski,Tottenham,0.08,0.17,Saved,25.0,Right Foot,,Son Heung-min,Pass (Live),Yves Bissouma,Tackle
67,Son Heung-min,Tottenham,0.05,0.23,Saved,17.0,Right Foot,,Destiny Udogie,Pass (Live),Pape Matar Sarr,Pass (Live)
76,Pedro Porro,Tottenham,0.03,0.15,Saved,28.0,Right Foot,,Pedro Porro,Take-On,Brennan Johnson,Pass (Live)
76,Joelinton,Newcastle Utd,0.02,,Blocked,23.0,Right Foot,,Callum Wilson,Pass (Live),Callum Wilson,Take-On
77,Joelinton,Newcastle Utd,0.25,,Off Target,4.0,Head,,Kieran Trippier,Pass (Dead),Joelinton,Shot
85,Son Heung-min (pen),Tottenham,0.79,0.99,Goal,13.0,Right Foot,,Son Heung-min,Fouled,Pedro Porro,Pass (Live)
88,Oliver Skipp,Tottenham,0.41,0.8,Saved,6.0,Right Foot,,Dejan Kulusevski,Pass (Live),Destiny Udogie,Pass (Live)
89,Son Heung-min,Tottenham,0.13,,Off Target,12.0,Right Foot,,Son Heung-min,Take-On,Oliver Skipp,Pass (Live)
90+1,Joelinton,Newcastle Utd,0.19,0.49,Goal,18.0,Right Foot,,Callum Wilson,Pass (Live),Matt Ritchie,Pass (Live)
90+5,Callum Wilson,Newcastle Utd,0.14,0.11,Saved,9.0,Head,,Emil Krafth,Pass (Live),Matt Ritchie,Pass (Live)
3,Son Heung-min,Tottenham,0.09,0.24,Saved,14.0,Right Foot,,Dejan Kulusevski,Pass (Live),Cristian Romero,Pass (Live)
23,Brennan Johnson,Tottenham,0.14,0.07,Saved,14.0,Right Foot,,Dejan Kulusevski,Pass (Live),Pedro Porro,Pass (Live)
24,Ben Davies,Tottenham,0.18,,Off Target,5.0,Head,,Pedro Porro,Pass (Dead),Brennan Johnson,Shot
