Player,Team,Position,LiveRkOv,Opponent,FPTS,FP/G,ROS %,GP,MIN,G,KP,AT,SOT,TKW,DIS,YC,RC,ACNC,INT,CLR,COS,BS,AER,PKM,PKD,OG,GAO,CS,GW,ros,GS,PTS,DPT,OFF,PKG,Ghost Points,Negative Fpts
Matty Cash,AVL,D,66,BUR,30.0,30.0,96%,1,90,2,0,0,3,3,1,0,0,0,0,2,2,0,1,0,0,0,1,0,3,,1,2,1,0,0,10.0,-2.5
Moussa Diaby,AVL,F,20,BUR,22.0,22.0,97%,1,72,1,2,1,1,0,2,0,0,1,0,1,1,0,0,0,0,0,1,0,3,,1,2,0,0,0,7.0,-1.0
Ollie Watkins,AVL,F,3,BUR,15.0,15.0,100%,1,85,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,,1,1,0,1,0,9.0,0.0
Lucas Digne,AVL,D,35,BUR,12.5,12.5,90%,1,80,0,2,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,3,,1,1,2,0,0,5.5,-2.0
Boubacar Kamara,AVL,M,109,BUR,9.0,9.0,16%,1,90,0,2,0,0,3,2,0,0,0,1,0,2,0,0,0,0,0,1,0,3,,1,0,1,0,0,9.0,-1.0
Douglas Luiz,AVL,M,48,BUR,7.0,7.0,97%,1,85,0,2,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,3,,1,0,1,0,0,7.0,-0.5
John McGinn,AVL,M,87,BUR,7.0,7.0,64%,1,90,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,,1,0,2,0,0,7.0,0.0
Diego Carlos,AVL,D,308,BUR,4.0,4.0,4%,1,90,0,0,0,0,0,0,0,0,0,2,4,1,0,2,0,0,0,1,0,3,,1,0,1,0,0,4.0,-2.0
Ezri Konsa,AVL,D,192,BUR,3.5,3.5,19%,1,90,0,0,0,0,2,0,0,0,0,1,2,1,0,1,0,0,0,1,0,3,,1,0,1,0,0,3.5,-2.0
Nicolo Zaniolo,AVL,M,236,BUR,2.0,2.0,38%,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0,2,0,0,2.0,0.0
Pau Torres,AVL,D,209,BUR,0.75,0.75,58%,1,90,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,3,,1,0,0,0,0,0.75,-2.0
Youri Tielemans,AVL,M,365,BUR,0.0,0.0,34%,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,0.0,0.0
Jhon Duran,AVL,F,187,BUR,0.0,0.0,5%,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,0.0,0.0
Bertrand Traore,AVL,M,686,BUR,0.0,0.0,0%,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,0.0,0.0
Lucas Digne,AVL,D,35,LIV,10.5,10.5,90%,1,90,0,4,0,0,0,0,0,0,3,5,2,0,0,0,0,0,0,3,0,4,,1,0,2,0,0,10.5,-6.0
Leon Bailey,AVL,F,117,LIV,5.0,5.0,56%,1,45,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,2,0,4,,0,0,0,0,0,5.0,0.0
Nicolo Zaniolo,AVL,M,236,LIV,4.5,4.5,38%,1,24,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,4,,0,0,1,0,0,4.5,-0.5
Moussa Diaby,AVL,F,20,LIV,4.0,4.0,97%,1,90,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,4,,1,0,0,0,0,4.0,0.0
John McGinn,AVL,M,87,LIV,4.0,4.0,64%,1,90,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,4,,1,0,1,0,0,4.0,0.0
Douglas Luiz,AVL,M,48,LIV,3.5,3.5,97%,1,71,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,3,0,4,,1,0,0,0,0,3.5,-0.5
Boubacar Kamara,AVL,M,109,LIV,2.0,2.0,16%,1,90,0,1,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,3,0,4,,1,0,4,0,0,2.0,-2.0
Ollie Watkins,AVL,F,3,LIV,1.0,1.0,100%,1,72,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,4,,1,0,0,1,0,1.0,-1.0
Ezri Konsa,AVL,D,192,LIV,0.75,0.75,19%,1,90,0,0,0,0,0,0,0,0,0,2,3,0,3,1,0,0,0,3,0,4,,1,0,0,0,0,0.75,-6.0
Pau Torres,AVL,D,209,LIV,0.5,0.5,58%,1,90,0,0,0,1,0,0,0,0,0,0,2,3,0,1,0,0,0,3,0,4,,1,0,0,0,0,0.5,-6.0
Youri Tielemans,AVL,M,365,LIV,0.5,0.5,34%,1,17,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,,0,0,0,0,0,0.5,-0.5
Jhon Duran,AVL,F,187,LIV,-0.5,-0.5,5%,1,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,0,1,0,0,-0.5,-0.5
Diego Carlos,AVL,D,308,LIV,-1.75,-1.75,4%,1,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,,1,0,0,0,0,-1.75,-2.0
Matty Cash,AVL,D,66,LIV,-8.5,-8.5,96%,1,90,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,4,,1,0,1,0,0,-8.5,-11.0
Douglas Luiz,AVL,M,48,CRY,19.5,19.5,97%,1,90,1,1,0,1,4,1,0,0,1,1,1,1,0,0,0,0,0,1,0,5,,1,1,1,0,1,10.5,-0.5
Lucas Digne,AVL,D,35,CRY,18.0,18.0,90%,1,90,0,2,1,0,1,3,0,0,4,1,2,0,0,4,0,0,0,1,0,5,,1,1,3,0,0,11.0,-3.5
Leon Bailey,AVL,F,117,CRY,13.0,13.0,56%,1,32,1,0,0,1,0,1,1,0,1,1,0,2,0,1,0,0,0,0,0,5,,0,1,4,0,0,4.0,-2.5
Ollie Watkins,AVL,F,3,CRY,12.5,12.5,100%,1,88,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5,,1,0,1,0,0,6.5,0.0
Jhon Duran,AVL,F,187,CRY,12.5,12.5,5%,1,18,1,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,,0,1,6,0,0,3.5,-2.0
Moussa Diaby,AVL,F,20,CRY,10.5,10.5,97%,1,90,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,5,,1,1,0,1,0,4.5,-0.5
Ezri Konsa,AVL,D,192,CRY,4.5,4.5,19%,1,90,0,0,0,0,1,0,0,0,0,1,2,0,1,3,0,0,0,1,0,5,,1,0,0,0,0,4.5,-2.0
Nicolo Zaniolo,AVL,M,236,CRY,3.5,3.5,38%,1,56,0,3,0,0,0,4,1,0,0,0,0,1,0,1,0,0,0,1,0,5,,1,0,3,0,0,3.5,-4.0
Boubacar Kamara,AVL,M,109,CRY,1.5,1.5,16%,1,57,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,5,,1,0,1,0,0,1.5,-0.5
John McGinn,AVL,M,87,CRY,1.0,1.0,64%,1,70,0,1,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,5,,1,0,5,0,0,1.0,-3.0
Youri Tielemans,AVL,M,365,CRY,0.5,0.5,34%,1,31,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5,,0,0,0,0,0,0.5,-0.5
Matty Cash,AVL,D,66,CRY,0.25,0.25,96%,1,90,0,0,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0,1,0,5,,1,0,4,0,0,0.25,-4.0
Pau Torres,AVL,D,209,CRY,0.25,0.25,58%,1,90,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,5,,1,0,0,0,0,0.25,-2.0
Leander Dendoncker,AVL,M,383,CRY,0.0,0.0,0%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,0,0,0,0,0.0,0.0
Boubacar Kamara,AVL,M,109,CHE,16.0,16.0,16%,1,88,0,4,0,0,4,0,0,0,0,2,0,1,0,0,0,0,0,0,1,6,,1,0,1,0,0,15.0,0.0
Ezri Konsa,AVL,D,192,CHE,13.5,13.5,19%,1,90,0,0,0,0,1,0,0,0,0,1,6,0,2,2,0,0,0,0,1,6,,1,0,0,0,0,7.5,0.0
Ollie Watkins,AVL,F,3,CHE,13.0,13.0,100%,1,88,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,,1,1,0,0,0,4.0,0.0
Pau Torres,AVL,D,209,CHE,12.5,12.5,58%,1,90,0,1,0,0,2,0,0,0,0,0,2,1,0,1,0,0,0,0,1,6,,1,0,0,0,0,6.5,0.0
Matty Cash,AVL,D,66,CHE,11.5,11.5,96%,1,90,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,6,,1,0,0,0,0,5.5,0.0
Lucas Digne,AVL,D,35,CHE,10.5,10.5,90%,1,90,0,0,0,1,2,1,1,0,0,3,0,0,0,0,0,0,0,0,1,6,,1,0,4,0,0,4.5,-2.5
Nicolo Zaniolo,AVL,M,236,CHE,6.0,6.0,38%,1,74,0,0,0,1,0,3,0,0,0,0,2,4,0,1,0,0,0,0,1,6,,1,0,2,0,0,5.0,-1.5
Moussa Diaby,AVL,F,20,CHE,3.5,3.5,97%,1,80,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,,1,0,0,1,0,3.5,-0.5
Douglas Luiz,AVL,M,48,CHE,3.5,3.5,97%,1,90,0,0,0,0,1,1,1,0,0,1,2,1,1,2,0,0,0,0,1,6,,1,0,6,0,0,2.5,-2.5
John McGinn,AVL,M,87,CHE,3.5,3.5,64%,1,74,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,6,,1,0,1,0,0,2.5,-0.5
Jacob Ramsey,AVL,M,248,CHE,3.5,3.5,64%,1,14,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,0,0,0,0,0,3.5,-0.5
Leon Bailey,AVL,F,117,CHE,2.0,2.0,56%,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,0,0,2,0,0,2.0,0.0
Leander Dendoncker,AVL,M,383,CHE,1.0,1.0,0%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,,0,0,0,0,0,1.0,0.0
Youri Tielemans,AVL,M,365,CHE,-0.5,-0.5,34%,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,0,0,0,0,0,-0.5,-0.5
Jhon Duran,AVL,F,187,CHE,-0.5,-0.5,5%,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,6,,0,0,1,0,0,-0.5,-1.0
Matty Cash,AVL,D,74,BHA,13.5,13.5,,1,90,0,1,1,0,4,0,0,0,0,1,2,0,1,0,0,0,0,1,0,7,98%,1,1,0,0,0,6.5,-2.0
Moussa Diaby,AVL,F,27,BHA,21.0,21.0,,1,78,0,1,2,2,0,2,0,0,0,0,0,4,0,0,0,0,0,1,0,7,97%,1,1,1,0,0,9.0,-1.0
Lucas Digne,AVL,D,43,BHA,0.25,0.25,,1,90,0,1,0,0,2,3,1,0,1,0,3,0,0,0,0,0,0,1,0,7,90%,1,0,4,0,0,0.25,-5.5
Jhon Duran,AVL,F,220,BHA,-1.5,-1.5,,1,10,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,7,5%,0,0,4,0,0,-1.5,-2.0
Boubacar Kamara,AVL,M,119,BHA,5.5,5.5,,1,88,0,0,0,0,3,0,0,0,0,1,0,0,1,1,0,0,0,1,0,7,20%,1,0,3,0,0,5.5,0.0
Ezri Konsa,AVL,D,195,BHA,-0.75,-0.75,,1,90,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,0,0,1,0,7,23%,1,0,4,0,0,-0.75,-4.0
John McGinn,AVL,M,73,BHA,15.5,15.5,,1,90,0,3,1,0,1,1,0,0,0,1,0,2,0,0,0,0,0,1,0,7,74%,1,1,3,0,0,9.5,-0.5
Jacob Ramsey,AVL,M,270,BHA,12.0,12.0,,1,32,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7,59%,0,1,0,0,0,3.0,-0.5
Douglas Luiz,AVL,M,50,BHA,12.5,12.5,,1,90,1,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,7,98%,1,1,5,0,0,3.5,-2.5
Youri Tielemans,AVL,M,378,BHA,0.0,0.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32%,0,0,0,0,0,0.0,0.0
Pau Torres,AVL,D,159,BHA,0.0,0.0,,1,90,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,7,59%,1,0,3,0,0,0.0,-2.0
Ollie Watkins,AVL,F,4,BHA,59.5,59.5,,1,90,3,5,2,4,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,7,100%,1,4,0,0,0,20.5,0.0
Nicolo Zaniolo,AVL,M,261,BHA,1.5,1.5,,1,56,0,0,0,1,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,7,29%,1,0,4,0,0,1.5,-2.0
Pau Torres,AVL,D,158,WOL,14.25,14.25,59%,1,90,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,8,,1,1,1,0,0,4.25,-2.0
John McGinn,AVL,M,77,WOL,11.0,11.0,74%,1,90,0,4,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,1,0,8,,1,0,6,0,0,11.0,-2.0
Ollie Watkins,AVL,F,4,WOL,10.0,10.0,100%,1,90,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,8,,1,1,0,0,0,4.0,-0.5
Lucas Digne,AVL,D,43,WOL,7.0,7.0,90%,1,90,0,2,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,8,,1,0,0,0,0,7.0,-2.0
Douglas Luiz,AVL,M,50,WOL,5.5,5.5,98%,1,90,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,1,0,8,,1,0,0,0,0,5.5,0.0
Ezri Konsa,AVL,D,195,WOL,4.75,4.75,23%,1,90,0,1,0,1,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,8,,1,0,1,0,0,4.75,-2.0
Matty Cash,AVL,D,73,WOL,4.0,4.0,98%,1,81,0,0,0,1,2,1,0,0,0,2,2,0,0,0,0,0,0,1,0,8,,1,0,2,0,0,4.0,-2.5
Leon Bailey,AVL,F,126,WOL,3.0,3.0,57%,1,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,,0,0,0,0,0,3.0,0.0
Moussa Diaby,AVL,F,27,WOL,2.5,2.5,97%,1,61,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,8,,1,0,0,0,0,2.5,-0.5
Boubacar Kamara,AVL,M,118,WOL,2.5,2.5,20%,1,81,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,8,,1,0,4,0,0,2.5,-2.0
Youri Tielemans,AVL,M,377,WOL,0.0,0.0,32%,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,0,0,0,0,0,0.0,0.0
Nicolo Zaniolo,AVL,M,262,WOL,-0.5,-0.5,29%,1,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,0,0,1,0,0,-0.5,-0.5
Diego Carlos,AVL,D,321,WOL,-0.75,-0.75,5%,1,90,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,8,,1,0,0,1,0,-0.75,-2.0
Pervis Estupinan,BHA,D,53,LUT,26.0,26.0,100%,1,90,0,6,1,2,1,0,1,0,3,0,0,1,0,2,0,0,0,1,0,1,,1,1,5,0,0,19.0,-4.0
Solly March,BHA,M,29,LUT,19.5,19.5,100%,1,73,1,2,0,2,1,4,0,0,0,0,1,2,0,1,0,0,0,0,1,1,,1,1,1,1,0,9.5,-2.0
Pascal Gross,BHA,M,24,LUT,19.5,19.5,100%,1,90,0,6,0,1,1,1,0,0,0,2,1,1,1,2,0,0,0,1,0,1,,1,0,0,0,0,19.5,-0.5
Joao Pedro,BHA,F,43,LUT,18.0,18.0,95%,1,87,1,1,0,2,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,1,,1,1,1,1,1,9.0,-1.0
Kaoru Mitoma,BHA,M,15,LUT,16.5,16.5,100%,1,90,0,5,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,,1,1,4,0,0,10.5,-2.0
Evan Ferguson,BHA,F,51,LUT,13.0,13.0,99%,1,11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,1,1,0,0,4.0,0.0
Simon Adingra,BHA,F,111,LUT,11.0,11.0,36%,1,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,1,0,0,0,2.0,0.0
Jan-Paul van Hecke,BHA,D,239,LUT,10.5,10.5,8%,1,90,0,0,0,1,1,0,0,0,0,2,6,0,1,5,0,0,0,1,0,1,,1,0,0,0,0,10.5,-2.0
Mahmoud Dahoud,BHA,M,232,LUT,7.0,7.0,16%,1,73,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,,1,0,3,0,0,6.0,0.0
James Milner,BHA,M,310,LUT,3.5,3.5,2%,1,78,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,1,0,0,0,0,2.5,0.0
Billy Gilmour,BHA,M,69,LUT,3.0,3.0,49%,1,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,3.0,0.0
Danny Welbeck,BHA,F,186,LUT,2.5,2.5,37%,1,77,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,1,,1,0,0,0,0,2.5,-0.5
Julio Enciso,BHA,F,212,LUT,0.0,0.0,45%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0.0,0.0
Lewis Dunk,BHA,D,309,LUT,-0.75,-0.75,49%,1,90,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,,1,0,1,0,0,-0.75,-2.0
Joel Veltman,BHA,D,217,LUT,-1.75,-1.75,25%,1,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,-1.75,-2.0
Solly March,BHA,M,29,WOL,36.5,36.5,100%,1,90,2,1,0,4,3,1,0,0,0,4,3,2,0,0,0,0,0,1,0,2,,1,2,1,2,0,18.5,-0.5
Kaoru Mitoma,BHA,M,15,WOL,29.0,29.0,100%,1,80,1,4,1,1,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,2,,1,2,0,1,0,14.0,0.0
Julio Enciso,BHA,F,212,WOL,22.0,22.0,45%,1,66,0,2,2,1,0,0,1,0,0,0,0,6,0,0,0,0,0,1,0,2,,1,2,3,1,0,10.0,-2.0
Pervis Estupinan,BHA,D,53,WOL,20.75,20.75,100%,1,90,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,2,,1,2,5,0,0,3.75,-4.5
Pascal Gross,BHA,M,24,WOL,3.5,3.5,100%,1,80,0,2,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,2,,1,0,4,0,0,3.5,-2.5
Adam Webster,BHA,D,389,WOL,3.5,3.5,6%,1,90,0,0,0,0,3,0,1,0,0,1,6,0,1,1,0,0,0,1,0,2,,1,0,3,0,0,3.5,-4.0
James Milner,BHA,M,310,WOL,3.0,3.0,2%,1,56,0,1,0,0,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,2,,1,0,4,0,0,3.0,-2.5
Evan Ferguson,BHA,F,51,WOL,2.5,2.5,99%,1,22,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,,0,0,2,1,0,2.5,0.0
Billy Gilmour,BHA,M,69,WOL,2.5,2.5,49%,1,90,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,1,0,2,0,0,2.5,-0.5
Joel Veltman,BHA,D,217,WOL,2.25,2.25,25%,1,32,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,1,0,2,,0,0,1,0,0,2.25,-2.0
Mahmoud Dahoud,BHA,M,232,WOL,2.0,2.0,16%,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,2.0,0.0
Adam Lallana,BHA,M,317,WOL,2.0,2.0,1%,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,2.0,0.0
Lewis Dunk,BHA,D,309,WOL,1.5,1.5,49%,1,90,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,1,0,2,,1,0,0,0,0,1.5,-2.0
Danny Welbeck,BHA,F,186,WOL,1.5,1.5,37%,1,56,0,1,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,2,,1,0,1,1,0,1.5,-2.5
Joao Pedro,BHA,F,43,WOL,0.0,0.0,95%,1,32,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,1,0,2,,0,0,3,1,0,0.0,-2.0
Pascal Gross,BHA,M,24,WHU,33.0,33.0,100%,1,90,1,6,0,4,1,0,0,0,2,0,0,1,0,0,0,0,0,3,0,3,,1,1,0,0,0,24.0,0.0
Joel Veltman,BHA,D,217,WHU,11.0,11.0,25%,1,17,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,1,0,0,0,4.0,0.0
Evan Ferguson,BHA,F,51,WHU,7.0,7.0,99%,1,90,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,,1,0,1,0,0,7.0,-1.0
Solly March,BHA,M,29,WHU,6.5,6.5,100%,1,71,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,3,,1,0,3,1,0,6.5,0.0
Billy Gilmour,BHA,M,69,WHU,6.0,6.0,49%,1,59,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,3,,1,0,0,0,0,6.0,0.0
Kaoru Mitoma,BHA,M,15,WHU,5.5,5.5,100%,1,90,0,2,0,0,0,1,1,0,1,0,0,3,0,0,0,0,0,3,0,3,,1,0,5,0,0,5.5,-2.5
Simon Adingra,BHA,F,111,WHU,5.0,5.0,36%,1,17,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,,0,0,0,0,0,5.0,0.0
Lewis Dunk,BHA,D,309,WHU,4.75,4.75,49%,1,90,0,1,0,1,1,0,0,0,0,0,3,0,0,5,0,0,0,3,0,3,,1,0,1,0,0,4.75,-6.0
Joao Pedro,BHA,F,43,WHU,4.5,4.5,95%,1,29,0,1,0,0,1,1,0,0,1,0,1,0,0,2,0,0,0,1,0,3,,0,0,0,0,0,4.5,-0.5
Danny Welbeck,BHA,F,186,WHU,4.5,4.5,37%,1,59,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,3,,1,0,0,0,0,4.5,-0.5
Pervis Estupinan,BHA,D,53,WHU,2.5,2.5,100%,1,90,0,2,0,0,0,1,0,0,2,2,0,1,0,0,0,0,0,3,0,3,,1,0,0,0,0,2.5,-6.5
James Milner,BHA,M,310,WHU,2.0,2.0,2%,1,71,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,0,3,,1,0,3,0,0,2.0,0.0
Adam Lallana,BHA,M,317,WHU,2.0,2.0,1%,1,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,,0,0,0,0,0,2.0,0.0
Adam Webster,BHA,D,389,WHU,-0.25,-0.25,6%,1,90,0,0,0,0,1,0,0,0,0,1,3,0,0,3,0,0,0,3,0,3,,1,0,0,0,0,-0.25,-6.0
Evan Ferguson,BHA,F,51,NEW,37.0,37.0,99%,1,80,3,0,0,4,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,4,,1,3,1,0,0,10.0,-0.5
Billy Gilmour,BHA,M,69,NEW,19.0,19.0,49%,1,76,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,1,1,0,0,0,6.0,0.0
Kaoru Mitoma,BHA,M,15,NEW,16.0,16.0,100%,1,90,0,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,,1,1,1,2,0,10.0,0.0
Pascal Gross,BHA,M,24,NEW,8.5,8.5,100%,1,88,0,2,0,0,0,3,0,0,1,2,0,2,0,0,0,0,0,0,1,4,,1,0,1,0,0,7.5,-1.5
Pervis Estupinan,BHA,D,53,NEW,7.75,7.75,100%,1,90,0,2,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,1,0,4,,1,0,1,1,0,7.75,-2.0
Joao Pedro,BHA,F,43,NEW,6.5,6.5,95%,1,76,0,2,0,0,0,3,0,0,0,2,1,1,0,2,0,0,0,0,1,4,,1,0,1,0,0,6.5,-1.5
Solly March,BHA,M,29,NEW,6.0,6.0,100%,1,80,0,0,0,0,1,2,0,0,1,2,0,1,0,2,0,0,0,0,1,4,,1,0,3,2,0,5.0,-1.0
Jan-Paul van Hecke,BHA,D,239,NEW,4.5,4.5,8%,1,90,0,0,0,0,1,0,0,0,0,0,2,0,3,2,0,0,0,1,0,4,,1,0,0,0,0,4.5,-2.0
Lewis Dunk,BHA,D,309,NEW,2.75,2.75,49%,1,90,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,4,,1,0,0,0,0,2.75,-2.0
Simon Adingra,BHA,F,111,NEW,0.0,0.0,36%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,0,0,0,0,0,0.0,0.0
Joel Veltman,BHA,D,217,NEW,-0.75,-0.75,25%,1,90,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,4,,1,0,1,0,0,-0.75,-2.0
James Milner,BHA,M,310,NEW,-1.0,-1.0,2%,1,8,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,,0,0,4,0,0,-1.0,-2.0
Mahmoud Dahoud,BHA,M,232,NEW,-2.0,-2.0,16%,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,,0,0,4,0,0,-2.0,-2.0
Tariq Lamptey,BHA,D,261,NEW,-2.0,-2.0,15%,1,12,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,4,,0,0,4,0,0,-2.0,-4.0
Adam Lallana,BHA,M,317,NEW,-2.0,-2.0,1%,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,,0,0,5,0,0,-2.0,-2.0
Joao Pedro,BHA,F,43,MUN,19.0,19.0,95%,1,25,1,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,5,,0,1,0,0,0,10.0,0.0
Danny Welbeck,BHA,F,186,MUN,16.0,16.0,37%,1,63,1,1,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,1,5,,1,1,1,0,0,7.0,0.0
